id,date,user,text
1230801890700558336,2020-02-21 10:30:12,_wachiramwangi,@WanjihiaMike 😂😂😂A Queen
1230801890667044871,2020-02-21 10:30:12,Shortys_Story,"Why were the people doing the behind you thing on @thismorning so useless at describing who the people behind @richardm56 &amp; Judy were No wonder they didn’t get much cash 😂 

I know there was a little delay but they was taking forever to describe &amp; was being straight to the point"
1230801890201538566,2020-02-21 10:30:12,Tsharz,Don’t 😂😂 https://t.co/UEgBHjBdcT
1230801889949671425,2020-02-21 10:30:12,mnbnlalisaaaa,"Just want to congratulate mah bb ghorl for having her period this month, ligtas ka sa 2nd eviction this year. 😂😂😂 @nicoletaniedo"
1230801889844965376,2020-02-21 10:30:12,SevernSignsLtd,"Here we go again..

#funnypostfriday!

How about this one, how not to sign-write.

How about this one 😂😂

Still, this wasn't done by us!

https://t.co/LVntlZ4pm3

#severnsigns #printing #funny https://t.co/I6U55JsDpY"
1230801889815650304,2020-02-21 10:30:12,NaomKemunto5,@Emmanuellevinc3 😂😂tough times ahead
1230801889782091776,2020-02-21 10:30:12,irishscouse,@luced42 Fruity boy! Is what my grandma used to yell at the dog when he farted 😂
1230801889450766338,2020-02-21 10:30:12,kingjownson,@HerSoulWrites @ChinFrmTheBlock @hausofriya @DAJIRUHU “Okay” 😂😂😂😂
1230801887596670976,2020-02-21 10:30:11,vibhu1993,@KAMALSAHARIA3 @BrutIndia Lol! What do you think you know? 😂
1230801886950776832,2020-02-21 10:30:11,dragon_queeen,"@Better_thn_u My god,
My fav place 🙏😂😍 my fav w
Holy place in d whole world 😭"
1230801886904631296,2020-02-21 10:30:11,unicorndxisies,"@Anythingunpopu1 @yeyesung09 @SJofficial Sounds so much like hyuk but tweeted by android, wookie? 😱😂"
1230801886875353088,2020-02-21 10:30:11,KayMahlatsi,@Bantu_Mthabela It shouldn’t matter 😂😂
1230801886745432064,2020-02-21 10:30:11,lesleymafalo_,"@MaBhusulaGc Basadi ba gafa aker 😂 ' like his own ' 
The nerve"
1230801886376321024,2020-02-21 10:30:11,SussexMistress,@MistressKrushUK @SlutJ_UK Also...  SHOES!!! 😂
